Year,Facility_Name,Province,CO2,CH4,N2O,Total_Emissions
2022,TransGas Limited,Saskatchewan,93323.36878,4225.1141,2.29021,212233.46923
2022,Trenton Generating Station,Nova Scotia,939613.9736,9.119051,12.487044,943178.3736780001
2022,Tufts Cove Generating Station,Nova Scotia,1051862.929,227.457789,26.114042,1065425.508
2022,Tunis Power Plant,Ontario,3748.9557,0.9179,0.09523,3799.89285
2022,Usine Alma,Quebec,837717.06,1.55695,2.16505,899020.5783500001
2022,Usine Arvida,Quebec,392960.07,0.799,1.6691,612589.9475
2022,Usine de Bécancour,Quebec,15501.55,0.0143,0.0832,15523.9984
2022,Usine de Bouletage de Port-Cartier,Quebec,907524.682,12.6834,7.5719,909886.3707000001
2022,Aluminerie de Deschambault,Quebec,503755.285,0.764,3.182,519715.7384999999
2022,Usine de La Tuque,Quebec,214503.62,22.6295,10.0663,217804.8155
2022,Usine de Québec,Quebec,21914.382,5.52,7.056,23938.782
2022,Usine Grande-Baie,Quebec,476727.05,1.439148,1.543281,520786.1089090001
2022,Usine Laterrière,Quebec,406680.62,0.4028,0.76959,528570.20375
2022,W12A Landfill,Ontario,1144.0,3356.059,0.038,95123.722
2022,Wapiti Deep Cut Plant 04-08-069-08 W6M,Alberta,110336.8828,251.2618,8.0008,119492.4252
2022,Waterton Complex,Alberta,281592.034,156.8863,9.8776,288602.4144
2022,West Windsor Power,Ontario,23247.616,6.218,0.622,23586.55
2022,Western Canada Operations,Alberta,1097268.635,60.9169,13.3906,1102860.44179
2022,Dryden Mill,Ontario,78540.1737,788.0289,7.03801,103413.85555
2022,Wildboy Sour Gas Plant D-075-A,British Columbia,52476.86743,298.06961,1.2374,61150.72751
2022,Wildcat Hills Gas Plant,Alberta,132550.1419,179.2289,2.9422,138348.2341
2022,Windsor Essex Cogeneration Plant,Ontario,9127.374268,2.360092,0.236009,9255.999229
2022,PAW In-Situ Oilsands Facilities,Alberta,3551131.351,852.775488,24.305482,3581450.017424
2022,Strathcona Works,Alberta,93908.10483,0.0923,0.024322,93918.564559
2022,BEINFAIT MINE - CHAR PLANT,Saskatchewan,83305.3606,5.148185,3.451815,84364.240755
2022,Bolney Thermal,Saskatchewan,433231.9095,399.33912,7.29849,446347.50466
2022,Usine de Joliette,Quebec,21445.545,0.463,0.389,21561.594
2022,Glanbrook Landfill Site,Ontario,0.0,577.2895,0.01895,16169.12775
2022,Irving Paper,New Brunswick,105319.7,1.673939,1.65841,105806.048942
2022,Walker Environmental Group Inc. Landfill Sites,Ontario,0.0,6764.857,0.0,189415.996
2022,North Tangleflags Facility,Saskatchewan,48263.15974,6.06293,0.83522,48654.25508
2022,Poplar Hill Generating Station,Alberta,96946.2522,7.0041,1.8894,97643.05799999999
2022,Prince George Pulp and Paper and Intercontinental Pulp Mills,British Columbia,203135.8056,128.4151,20.5249,213077.0562
2022,Ridge Landfill,Ontario,0.0,15222.454,0.0,426228.712
2022,Sainte Sophie Landfill,Quebec,2621.54,5744.9587,0.0264,163487.3796
2022,FortisBC Energy Inc.,British Columbia,67049.45585,5760.653476,1.707386,228800.210459
2022,Trail Road Waste Facility,Ontario,2184.391,1604.437,0.483575,47236.774375
2022,Valleyview Generating Station,Alberta,41121.4225,3.9679,0.7931,41442.69519999999
2022,Wabush Mines - Scully,Newfoundland and Labrador,109187.3086,4.4833,6.1024,110929.977
2022,Walkerville,Ontario,61962.51528,1.213207,1.042074,62272.634685
2022,Weyburn 05-16-006-13W2 BTY,Saskatchewan,46223.27088,38.88666,0.53606,47454.15326
2022,Sea Rose FPSO,Newfoundland and Labrador,296599.8735,663.0788,6.4363,316871.6994
2022,Nackawic Mill,New Brunswick,113338.1,22.3812,11.536,117021.8136
2022,Balzac Power Station,Alberta,210396.2282,16.60686,4.16596,211965.19973
2022,Bécancour Power Plant,Quebec,62012.7497,1.5108,1.3474,62412.1131
2022,Eastview Landfill,Ontario,0.0,3046.1048,0.2598,85359.78139999999
2022,Coal Valley Mine,Alberta,52882.015,1014.93619,4.0732,82379.62632000001
2022,Corunna Hydrogen Facility,Ontario,519402.28,4.15255,3.6939,520497.4349
2022,Edmonton Hydrogen Facility,Alberta,1234146.904,6.0,3.348,1235202.124
2022,Essex County Landfill No. 3,Ontario,0.0,3937.031,0.0,110236.868
2022,Essex-Windsor Regional Landfill,Ontario,1020.045,11517.63193,0.009887,323516.359145
2022,Toronto Pearson International Airport,Ontario,65126.642,1.2424,1.1598,65468.7762
2022,Marten Hills Gas Plant,Alberta,20509.946,128.526,3.68,25083.874
2022,ArcelorMittal Contrecoeur Ouest,Quebec,90142.76,1.033,0.92314,90416.3161
2022,OC Celfortec LPValleyfield,Quebec,580.92,0.0138,0.002,142190.488
2022,Olds Gas Plant,Alberta,85908.0362,35.18263,3.75782,87888.97214
2022,Plant #31 Brampton,Ontario,70332.75,1.066,0.948,70613.818
2022,Prentiss Manufacturing Facility,Alberta,26928.23013,9.676345,2.05215,27742.987541
2022,Britannia Sanitary Landfill Site,Ontario,0.0,6824.51887,0.0,191086.5284
2022,Transfer Station No. 2,Ontario,0.0,481.745,0.0,13488.86
2022,Bear Creek Power Plant,Alberta,235345.3022,50.4493,6.0449,238359.78109
2022,Diavik Diamond Mines (2012) Inc.,Northwest Territories,194021.692,5.572,1.447,194561.163
2022,Teck Highland Valley Copper Partnership,British Columbia,161678.5689,7.4699,21.6529,167625.7446
2022,"Irving Pulp & Paper, Limited",New Brunswick,90581.0188,147.354157,15.068712,98700.143875
2022,Line Creek Operations,British Columbia,128730.2753,4835.6949,14.9813,268099.777
2022,Lloydminster Ethanol Plant,Saskatchewan,31595.96731,0.98174,0.57923,31776.95198
2022,Long Lake,Alberta,1846183.887,183.57013,34.42724,1860447.06921
2022,Tucker Thermal,Alberta,861235.6454,112.38128,4.28137,865516.88426
2022,Sudbury Integrated Nickel Operations Smelter,Ontario,117799.2112,0.8628,0.4318,117937.7966
2022,Dillon / Brule Mine,British Columbia,96878.4035,1540.5753,14.46953,143848.93735
2022,Wolverine Mine,British Columbia,91079.4905,946.654,13.65139,121203.42085
2022,Usine de triage Lachenaie,Quebec,12050.67,1298.7,2.89,49180.12
2022,Cardinal River Operations,Alberta,4387.0065,0.1826,0.2288,4452.7513
2022,Duffin Creek WPCP,Ontario,7578.72,7.5918,45.5631,19865.5119
2022,Pod One,Alberta,216408.9562,103.9558,1.2211,219643.3101
2022,Greenfield Energy Centre LP,Ontario,544888.5505,140.9081,14.0984,552570.0533
2022,Horizon Oil Sands Processing Plant and Mine,Alberta,4954195.568,20347.58221,86.042707,5550371.753556
2022,Minnedosa Ethanol Plant,Manitoba,77755.7279,3.543565,1.343436,78210.95826
2022,Orion Facilities,Alberta,562971.9498,53.57745,2.76255,565204.19419
2022,Portlands Energy Centre,Ontario,604697.215,157.387489,15.738954,613274.887508
2022,Surmont SAGD Commercial Battery,Alberta,3043836.646,201.00295,15.76295,3053641.91043
2022,Tiverton,Ontario,30899.3668,0.600484,0.53295,31057.412102
2022,ADM AGRI-INDUSTRIES - ADM Windsor,Ontario,83497.5082,1.7093,1.4657,83933.7791
2022,Suffield Gas Storage Facility,Alberta,41174.21804,332.83056,0.9912,50756.14172
2022,Vanscoy Potash Operations,Saskatchewan,54469.837,1.6199,0.8927,54751.7597
2022,AltaSteel Inc.,Alberta,87761.21921,1.306625,1.12194,88095.118808
2022,Baymag Exshaw Operations,Alberta,180385.7011,0.8949,0.7765,180616.5308
2022,BUNGE CANADA - HAMILTON,Ontario,49614.8779,0.95367,0.84941,49866.67431
2022,Canfor Taylor Pulp,British Columbia,9816.6652,0.20154,0.2276,9882.62232
2022,CGC Hagersville Plant,Ontario,78390.0634,1.7611,1.3808,78805.2862
2022,Galloway Plant 14-14-053-20 W5M,Alberta,46886.67,393.89,8.06,60051.49
2022,Gold Creek 13-26-067-05 W6M,Alberta,77607.982,392.94,7.18,90513.00200000001
2022,Stoddart 02-34 Sour Gas Plant,British Columbia,78048.71,306.31,2.0,87155.39
2022,Wild River 04-03-57-23W5M,Alberta,18303.612,188.784,4.54,24792.664
2022,North Bay Power Plant,Ontario,44529.0532,11.484516,1.152849,45156.124637
2022,Hartland Landfill,British Columbia,1153.7126,2461.5803,0.19742,70130.2773
